33.6673,34.5315,34.3990,35.3378,34.6043,33.4346,34.0885,35.4174,35.1852,34.2879
33.6545,34.5232,34.3872,35.3819,34.5948,33.4156,34.0705,35.4045,35.1758,34.2930
33.6441,34.5027,34.3687,35.4294,34.5781,33.3964,34.0442,35.3839,35.1603,34.2916
33.6295,34.4839,34.3597,35.4731,34.5488,33.3726,34.0166,35.3592,35.1386,34.2921
33.6120,34.4767,34.3599,35.5194,34.5151,33.3484,34.0059,35.3364,35.1186,34.2967
33.5988,34.4822,34.3670,35.5724,34.5016,33.3347,34.0084,35.3217,35.1100,34.3031
33.5922,34.4961,34.3794,35.6198,34.4978,33.3462,34.0195,35.3154,35.1094,34.3085
33.5892,34.5144,34.3829,35.6477,34.5012,33.3532,34.0350,35.3216,35.1171,34.3098
33.5926,34.5381,34.3846,35.6735,34.5041,33.3529,34.0507,35.3359,35.1325,34.3094
33.6011,34.5632,34.3852,35.7000,34.5109,33.3530,34.0682,35.3558,35.1588,34.3094
33.6195,34.5930,34.3898,35.7260,34.5246,33.3569,34.0898,35.3790,35.1973,34.3117
33.6481,34.6275,34.4038,35.7470,34.5481,33.3707,34.0998,35.3875,35.2434,34.3209
33.6794,34.6598,34.4234,35.7643,34.5777,33.3889,34.1142,35.4007,35.2688,34.3312
33.6794,34.6889,34.4416,35.7765,34.6032,33.4055,34.1249,35.4108,35.2823,34.3359
33.6784,34.7172,34.4553,35.7736,34.6252,33.4188,34.1213,35.4169,35.2964,34.3376
33.6786,34.7445,34.4642,35.7643,34.6428,33.4293,34.1136,35.4205,35.3141,34.3394
33.6774,34.7694,34.4685,35.7568,34.6506,33.4311,34.1006,35.4215,35.3300,34.3339
33.6706,34.7901,34.4638,35.7553,34.6555,33.4231,34.0803,35.4158,35.3362,34.3205
33.6606,34.8049,34.4528,35.7576,34.6612,33.4057,34.0547,35.4072,35.3330,34.2972
33.6447,34.8163,34.4273,35.7610,34.6641,33.3784,34.0203,35.3952,35.3305,34.2640
33.6189,34.8179,34.3975,35.7663,34.6649,33.3469,33.9811,35.3765,35.3237,34.2309
33.5909,34.8181,34.3756,35.7673,34.6678,33.3244,33.9443,35.3585,35.3243,34.2069
33.5680,34.8258,34.3668,35.7772,34.6737,33.3159,33.9177,35.3541,35.3278,34.2038
33.5514,34.8453,34.3760,35.7808,34.6864,33.3185,33.9138,35.3580,35.3345,34.2161
33.5394,34.8724,34.3886,35.7767,34.7002,33.3233,33.9150,35.3624,35.3380,34.2421
33.5309,34.9051,34.4084,35.7654,34.7062,33.3267,33.9201,35.3699,35.3378,34.2734
33.5391,34.9466,34.4324,35.7523,34.7102,33.3325,33.9291,35.3834,35.3381,34.3018
33.5613,34.9738,34.4491,35.7379,34.7177,33.3457,33.9476,35.4014,35.3430,34.3214
33.5935,34.9834,34.4630,35.7239,34.7307,33.3631,33.9743,35.4090,35.3586,34.3518
33.6303,34.9976,34.4769,35.7066,34.7420,33.3855,34.0029,35.4226,35.3762,34.3871
33.6672,35.0108,34.4869,35.6813,34.7495,33.4156,34.0275,35.4399,35.3911,34.4201
33.6889,35.0232,34.4938,35.6531,34.7613,33.4530,34.0431,35.4592,35.4030,34.4530
33.6893,35.0320,34.4985,35.6285,34.7758,33.4594,34.0554,35.4774,35.4120,34.4853
33.6881,35.0305,34.4995,35.6124,34.7894,33.4682,34.0658,35.4901,35.4147,34.5142
33.6872,35.0196,34.4936,35.6087,34.7982,33.4746,34.0733,35.4955,35.4075,34.5388
33.6869,35.0026,34.4774,35.6128,34.8009,33.4740,34.0816,35.4983,35.3866,34.5585
33.6792,34.9751,34.4494,35.6249,34.7913,33.4717,34.0834,35.4931,35.3554,34.5643
33.6747,34.9448,34.4190,35.6456,34.7814,33.4662,34.0844,35.4815,35.3258,34.5665
33.6727,34.9207,34.3980,35.6721,34.7844,33.4551,34.0915,35.4696,35.3055,34.5776
33.6748,34.9028,34.3913,35.6849,34.7947,33.4451,34.0920,35.4645,35.3012,34.6041
33.6804,34.8942,34.3973,35.6881,34.8113,33.4462,34.1040,35.4675,35.3090,34.6442
33.6876,34.8926,34.4125,35.6852,34.8315,33.4618,34.1113,35.4766,35.3236,34.6894
33.6954,34.8974,34.4314,35.6797,34.8361,33.4726,34.1103,35.4867,35.3409,34.7225
33.6947,34.9086,34.4563,35.6702,34.8357,33.4758,34.1130,35.5036,35.3628,34.7582
33.6946,34.9273,34.4743,35.6560,34.8397,33.4776,34.1208,35.5306,35.3928,34.8030
33.6968,34.9532,34.4912,35.6386,34.8509,33.4786,34.1232,35.5485,35.4282,34.8358
33.6976,34.9801,34.5054,35.6100,34.8637,33.4774,34.1186,35.5553,35.4495,34.8430
33.6944,35.0064,34.5154,35.5868,34.8755,33.4711,34.1089,35.5573,35.4721,34.8488
33.6886,35.0308,34.5235,35.5788,34.8896,33.4613,34.0991,35.5533,35.4987,34.8548
33.6817,35.0520,34.5252,35.5781,34.9061,33.4475,34.0900,35.5438,35.5248,34.8590
33.6699,35.0682,34.5135,35.5820,34.9204,33.4303,34.0769,35.5288,35.5457,34.8563
33.6531,35.0777,34.4884,35.5911,34.9313,33.4045,34.0587,35.5084,35.5608,34.8470
33.6299,35.0825,34.4469,35.6031,34.9418,33.3681,34.0316,35.4830,35.5717,34.8377
33.5974,35.0801,34.3948,35.6075,34.9433,33.3267,33.9979,35.4498,35.5713,34.8206
33.5760,35.0761,34.3422,35.6082,34.9440,33.2839,33.9698,35.4163,35.5685,34.8025
33.5747,35.0778,34.2983,35.6173,34.9531,33.2475,33.9693,35.3860,35.5752,34.7896
33.5795,35.0862,34.2680,35.6378,34.9744,33.2223,33.9772,35.3633,35.5962,34.7850
33.5892,35.0921,34.2619,35.6599,34.9877,33.2137,33.9890,35.3631,35.6212,34.7904
33.6046,35.0933,34.2712,35.6805,35.0070,33.2185,34.0047,35.3656,35.6384,34.8042
33.6263,35.0943,34.2841,35.7022,35.0226,33.2306,34.0254,35.3661,35.6403,34.8223
33.6546,35.0986,34.3095,35.7228,35.0457,33.2511,34.0458,35.3697,35.6453,34.8489
33.6733,35.1118,34.3474,35.7405,35.0732,33.2821,34.0618,35.3819,35.6620,34.8888
33.6730,35.1252,34.3925,35.7576,35.1043,33.3159,34.0824,35.3990,35.6844,34.9189
33.6719,35.1229,34.4369,35.7617,35.1313,33.3491,34.0965,35.4143,35.7054,34.9433
33.6700,35.1133,34.4776,35.7575,35.1523,33.3843,34.1011,35.4270,35.7226,34.9600
33.6689,35.0983,34.5141,35.7576,35.1693,33.4233,34.1007,35.4351,35.7373,34.9718
33.6677,35.0774,34.5468,35.7689,35.1832,33.4402,34.0973,35.4367,35.7510,34.9829
33.6629,35.0512,34.5753,35.7928,35.1906,33.4392,34.0907,35.4316,35.7602,34.9949
33.6587,35.0213,34.6028,35.8248,35.1924,33.4402,34.0777,35.4196,35.7688,35.0090
33.6547,34.9851,34.6200,35.8597,35.1890,33.4406,34.0560,35.4011,35.7720,35.0141
33.6474,34.9533,34.6322,35.8946,35.1773,33.4346,34.0332,35.3942,35.7672,35.0173
33.6430,34.9424,34.6497,35.9362,35.1659,33.4305,34.0168,35.3927,35.7645,35.0255
33.6438,34.9429,34.6622,35.9847,35.1622,33.4320,34.0102,35.3938,35.7727,35.0395
